learning_rate: 0.001, training_size: 2000, batch_size: 50, num_epochs: 200, dataset_type: 2, dataset_size: 1.0, model_type: 2, exp_name: baseline, activation: elu, loss: 0.148228758266, acc: 0.952380945758
val_loss,val_acc,loss,acc
3.45358321,0.49936508,0.04427150,1.00000000
3.47221748,0.49825397,0.04386338,1.00000000
3.42949941,0.50079365,0.04350945,1.00000000
3.45607086,0.50142857,0.04313489,1.00000000
3.41594208,0.49952381,0.04271905,1.00000000
3.44911067,0.50000000,0.04237203,1.00000000
3.46340578,0.50047619,0.04200477,1.00000000
3.44401031,0.50063492,0.04166176,1.00000000
3.45704179,0.50015873,0.04125321,1.00000000
3.42816030,0.50126984,0.04090518,1.00000000
3.41846027,0.50095238,0.04059658,1.00000000
3.48752204,0.49920635,0.04017859,1.00000000
3.44540247,0.50079365,0.03993420,1.00000000
3.36621692,0.50206349,0.03968644,1.00000000
3.52346219,0.49698413,0.03958418,1.00000000
3.32291516,0.50269841,0.03928228,1.00000000
3.50270995,0.49952381,0.03900205,1.00000000
3.37970407,0.50158730,0.03872810,1.00000000
3.45320409,0.50253968,0.03833960,1.00000000
3.46636002,0.49873016,0.03777753,1.00000000
3.41028961,0.50095238,0.03749411,1.00000000
3.45619099,0.50047619,0.03709728,1.00000000
3.43675687,0.50142857,0.03680860,1.00000000
3.42809412,0.50079365,0.03646436,1.00000000
3.41959248,0.50158730,0.03620742,1.00000000
3.50210942,0.49793651,0.03585379,1.00000000
3.40308870,0.50000000,0.03569701,1.00000000
3.45058244,0.49873016,0.03557217,1.00000000
3.49608464,0.49698413,0.03533257,1.00000000
3.33466075,0.50269841,0.03527202,1.00000000
3.48055882,0.49809524,0.03475226,1.00000000
3.37138039,0.50000000,0.03445428,1.00000000
3.37078415,0.49952381,0.03405908,1.00000000
3.40135671,0.50095238,0.03377443,1.00000000
3.38904206,0.49968254,0.03350962,1.00000000
3.37238117,0.50190476,0.03324403,1.00000000
3.39672740,0.50063492,0.03298716,1.00000000
3.39002167,0.49888889,0.03273399,1.00000000
3.42469858,0.49873016,0.03255196,1.00000000
3.39875661,0.50031746,0.03228868,1.00000000
